ProductName,Brand,Price,DiscountPrice,Image_Url,Quantity,Category,SubCategory,Absolute_Url,Recipe Suggestion,Protein (g),Carbs (g),Fat (g),Fiber (g)
"Sabudana - White, Medium",BB Royal,140,89,https://www.bigbasket.com/media/uploads/p/l/30000215_9-bb-royal-sabudana-white-medium.jpg,1 kg,"Foodgrains, Oil & Masala","Poha, Sabudana & Murmura",https://www.bigbasket.com/pd/30000215/bb-royal-sabudana-white-medium-1-kg-pouch/,Idli / Dosa,5,20,2,3
Salt/Uppu - Crystal,AKAR,26,18,https://www.bigbasket.com/media/uploads/p/l/248005_1-akar-salt-crystal.jpg,1 kg,"Foodgrains, Oil & Masala",Salts,https://www.bigbasket.com/pd/248005/akar-salt-crystal-1-kg-pouch/,Mixed Veg Curry,4,14,7,4
Snake Gourd,Fresho,38.96,29,https://www.bigbasket.com/media/uploads/p/l/10000184_13-fresho-snake-gourd.jpg,1 kg,Fruits & Vegetables,"Gourd, Pumpkin, Drumstick",https://www.bigbasket.com/pd/10000184/fresho-snake-gourd-1-kg/,Mixed Veg Curry,4,14,7,4
Sona Masoori Raw Rice/Akki,Super Saver,55,45,https://www.bigbasket.com/media/uploads/p/l/40160000_3-super-saver-sona-masoori-raw-rice.jpg,1 kg,"Foodgrains, Oil & Masala",Raw Rice,https://www.bigbasket.com/pd/40160000/super-saver-sona-masoori-raw-rice-1-kg/,Vegetable Pulao,6,40,7,5
Soya Chunks,BB Royal,220,165,https://www.bigbasket.com/media/uploads/p/l/40073435_2-bb-royal-soya-chunks.jpg,1 kg,"Foodgrains, Oil & Masala",Cereals & Millets,https://www.bigbasket.com/pd/40073435/bb-royal-soya-chunks-1-kg-0/,Mixed Veg Curry,4,14,7,4
Steam Rice - Kolam,BB Royal,80,54,https://www.bigbasket.com/media/uploads/p/l/40088546_2-bb-royal-steam-rice-kolam.jpg,1 kg,"Foodgrains, Oil & Masala",Boiled & Steam Rice,https://www.bigbasket.com/pd/40088546/bb-royal-steam-rice-kolam-1-kg/,Vegetable Pulao,6,40,7,5
Sugar/Sakkare - White Label,Parry's,60,44,https://www.bigbasket.com/media/uploads/p/l/40004538_2-parrys-sugar-white-label.jpg,1 kg,"Foodgrains, Oil & Masala",Sugar & Jaggery,https://www.bigbasket.com/pd/40004538/parrys-sugar-white-label-1-kg-pouch/,Mixed Veg Curry,4,14,7,4
Sun Lite - Sunflower Refined Oil,Fortune,189,181,https://www.bigbasket.com/media/uploads/p/l/274145_14-fortune-sun-lite-sunflower-refined-oil.jpg,1 L,"Foodgrains, Oil & Masala","Sunflower, Rice Bran Oil",https://www.bigbasket.com/pd/274145/fortune-sun-lite-sunflower-refined-oil-1-l-pouch/,Mixed Veg Curry,4,14,7,4
Superfine Sugar - Ideal For Making Sweets & Baking,Parry's,75,48.75,https://www.bigbasket.com/media/uploads/p/l/40238305_1-parrys-superfine-sugar-ideal-for-making-sweets-baking.jpg,1 kg,"Foodgrains, Oil & Masala",Sugar & Jaggery,https://www.bigbasket.com/pd/40238305/parrys-superfine-sugar-ideal-for-making-sweets-baking-1-kg/,Mixed Veg Curry,4,14,7,4
Tamarind/Imli - Deseeded,BB Royal,400,232,https://www.bigbasket.com/media/uploads/p/l/20000486_6-bb-royal-deseeded-tamarindimli.jpg,1 kg,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/20000486/bb-royal-deseeded-tamarindimli-1-kg/,Mixed Veg Curry,4,14,7,4
Tamarind/Imli - Deseeded,BB Popular,300,199,https://www.bigbasket.com/media/uploads/p/l/40067283_4-bb-popular-tamarindimli-deseeded.jpg,1 kg,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/40067283/bb-popular-tamarindimli-deseeded-1-kg-pouch/,Mixed Veg Curry,4,14,7,4
"Thick Poha/Avalakki - Flattened & Beaten Rice , Makers Breakfast &Â Teatime Snacks",Super Saver,70,48,https://www.bigbasket.com/media/uploads/p/l/40160069_5-super-saver-thick-pohaavalakki.jpg,1 kg,"Foodgrains, Oil & Masala","Poha, Sabudana & Murmura",https://www.bigbasket.com/pd/40160069/super-saver-thick-pohaavalakki-1-kg/,Poha,7,40,7,3
Tomato - Hybrid (Loose),Fresho,26.9,17.5,https://www.bigbasket.com/media/uploads/p/l/10000200_17-fresho-tomato-hybrid.jpg,1 kg,Fruits & Vegetables,"Potato, Onion & Tomato",https://www.bigbasket.com/pd/10000200/fresho-tomato-hybrid-1-kg/,Mixed Veg Curry,4,14,7,4
Tomato - Local (Loose),Fresho,25.97,17.5,https://www.bigbasket.com/media/uploads/p/l/10000203_16-fresho-tomato-local.jpg,1 kg,Fruits & Vegetables,"Potato, Onion & Tomato",https://www.bigbasket.com/pd/10000203/fresho-tomato-local-1-kg/,Mixed Veg Curry,4,14,7,4
Urad - Whole/Gota,BB Royal,210,155,https://www.bigbasket.com/media/uploads/p/l/10000472_11-bb-royal-urad-wholegota.jpg,1 kg,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/10000472/bb-royal-urad-wholegota-1-kg-pouch/,Dal Tadka,9,18,3,4
Urad Dal/Uddina Bele - Split,BB Popular,200,139,https://www.bigbasket.com/media/uploads/p/l/30010377_11-bb-popular-urad-dal-split.jpg,1 kg,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/30010377/bb-popular-urad-dal-split-1-kg-pouch/,Dal Tadka,9,18,3,4
Urad Dal/Uddina Bele - Split,Super Saver,190,137,https://www.bigbasket.com/media/uploads/p/l/40159948_2-super-saver-urad-dal-split.jpg,1 kg,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/40159948/super-saver-urad-dal-split-1-kg/,Dal Tadka,9,18,3,4
Urad Gota - Whole,BB Popular,200,145,https://www.bigbasket.com/media/uploads/p/l/20000539_13-bb-popular-urad-gota-whole.jpg,1 kg,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/20000539/bb-popular-urad-gota-whole-1-kg-pouch/,Dal Tadka,9,18,3,4
Urad Gota - Whole,Super Saver,190,143,https://www.bigbasket.com/media/uploads/p/l/40159945_7-super-saver-urad-gota-whole.jpg,1 kg,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/40159945/super-saver-urad-gota-whole-1-kg/,Dal Tadka,9,18,3,4
Urad White Whole Gota - Rich Source Of Vitamin B Complex,Natureland Organics,250,187.5,https://www.bigbasket.com/media/uploads/p/l/40261326_1-natureland-organics-urad-white-whole-gota-rich-source-of-vitamin-b-complex.jpg,1 kg,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40261326/natureland-organics-urad-white-whole-gota-rich-source-of-vitamin-b-complex-1-kg/,Dal Tadka,9,18,3,4
Watermelon - Organically Grown (Loose),Fresho,68.97,45,https://www.bigbasket.com/media/uploads/p/l/40023482_8-fresho-watermelon-organically-grown.jpg,1 pc (approx. 1 -3 kg),Fruits & Vegetables,Organic Fruits,https://www.bigbasket.com/pd/40023482/fresho-watermelon-organically-grown-1-pc-approx-1-3-kg/,Dry Fruit Ladoo,5,20,10,2
Wheat Dalia/Lapsi rava,BB Royal,80,49,https://www.bigbasket.com/media/uploads/p/l/40026597_6-bb-royal-wheat-brokendalia.jpg,1 kg,"Foodgrains, Oil & Masala","Sooji, Maida & Besan",https://www.bigbasket.com/pd/40026597/bb-royal-wheat-brokendalia-1-kg-pouch/,Dal Tadka,9,18,3,4
Wheat Dalia/Lapsi rava,Super Saver,70,45,https://www.bigbasket.com/media/uploads/p/l/40159998_1-super-saver-broken-wheatdalia.jpg,1 kg,"Foodgrains, Oil & Masala","Sooji, Maida & Besan",https://www.bigbasket.com/pd/40159998/super-saver-broken-wheatdalia-1-kg/,Dal Tadka,9,18,3,4
White Peas/Bili Batani,BB Royal,180,129,https://www.bigbasket.com/media/uploads/p/l/70001286_4-bb-royal-white-peasmatar.jpg,1 kg,"Foodgrains, Oil & Masala",Urad & Other Dals,https://www.bigbasket.com/pd/70001286/bb-royal-white-peasmatar-1-kg-pouch/,Dal Tadka,9,18,3,4
White Sesame Oil,Natureland Organics,415,311.25,https://www.bigbasket.com/media/uploads/p/l/40065534_4-natureland-organics-white-sesame-oil.jpg,1 L,"Foodgrains, Oil & Masala","Organic Edible Oil, Ghee",https://www.bigbasket.com/pd/40065534/natureland-organics-white-sesame-oil-1-l-pet-bottle/,Mixed Veg Curry,4,14,7,4
"White Thick Poha - High In Fibre, For Breakfast & Evening Tea",Tata Sampann,88,82,https://www.bigbasket.com/media/uploads/p/l/40220133_1-tata-sampann-white-thick-poha-high-in-fibre.jpg,1 kg,"Foodgrains, Oil & Masala","Poha, Sabudana & Murmura",https://www.bigbasket.com/pd/40220133/tata-sampann-white-thick-poha-high-in-fibre-1-kg-pouch/,Poha,7,40,7,3
